#x,y,th,
0.00	0.00	0.00
0.09	-0.03	-0.62
0.15	-0.11	-1.24
0.16	-0.21	-1.87
0.10	-0.29	-2.49
0.01	-0.32	-3.11
-0.09	-0.30	-3.73
-0.15	-0.22	-4.35
-0.16	-0.12	-4.98
-0.10	-0.04	-5.60
-0.01	-0.00	-6.22
0.09	-0.02	-6.84
0.15	-0.10	-7.47
0.16	-0.20	-8.09
0.11	-0.28	-8.71
0.02	-0.32	-9.33
-0.08	-0.30	-9.95
-0.15	-0.23	-10.58
-0.16	-0.13	-11.20
-0.11	-0.04	-11.82
-0.02	-0.00	-12.44
0.08	-0.02	-13.06
0.15	-0.09	-13.69
0.16	-0.19	-14.31
0.11	-0.28	-14.93
0.03	-0.32	-15.55
-0.07	-0.31	-16.18
-0.14	-0.24	-16.80
-0.16	-0.14	-17.42
-0.12	-0.05	-18.04
-0.03	-0.00	-18.66
0.07	-0.02	-19.29
0.14	-0.08	-19.91
0.16	-0.18	-20.53
0.12	-0.27	-21.15
0.03	-0.32	-21.77
-0.06	-0.31	-22.40
-0.14	-0.25	-23.02
-0.16	-0.15	-23.64
-0.12	-0.06	-24.26
-0.04	-0.00	-24.88
0.06	-0.01	-25.51
0.14	-0.07	-26.13
0.16	-0.17	-26.75
0.13	-0.26	-27.37
0.04	-0.32	-28.00
-0.05	-0.32	-28.62
-0.13	-0.25	-29.24
-0.16	-0.16	-29.86
-0.13	-0.07	-30.48
-0.05	-0.01	-31.11
0.05	-0.01	-31.73
0.13	-0.07	-32.35
0.16	-0.16	-32.97
0.13	-0.26	-33.59
0.05	-0.32	-34.22
-0.05	-0.32	-34.84
-0.13	-0.26	-35.46
-0.16	-0.17	-36.08
-0.14	-0.07	-36.70
-0.06	-0.01	-37.33
0.04	-0.01	-37.95
0.12	-0.06	-38.57
0.16	-0.15	-39.19
0.14	-0.25	-39.82
0.06	-0.31	-40.44
-0.04	-0.32	-41.06
-0.12	-0.27	-41.68
-0.16	-0.18	-42.30
-0.14	-0.08	-42.93
-0.07	-0.02	-43.55
0.03	-0.00	-44.17
0.12	-0.05	-44.79
0.16	-0.14	-45.41
0.14	-0.24	-46.04
0.07	-0.31	-46.66
-0.03	-0.32	-47.28
-0.11	-0.28	-47.90
-0.16	-0.19	-48.53
-0.15	-0.09	-49.15
-0.08	-0.02	-49.77
0.02	-0.00	-50.39
0.11	-0.04	-51.01
0.16	-0.13	-51.64
0.15	-0.23	-52.26
0.08	-0.30	-52.88
-0.02	-0.32	-53.50
-0.11	-0.28	-54.12
-0.16	-0.20	-54.75
-0.15	-0.10	-55.37
-0.09	-0.02	-55.99
0.01	-0.00	-56.61
0.10	-0.04	-57.23
0.16	-0.12	-57.86
0.15	-0.22	-58.48
0.09	-0.30	-59.10
-0.01	-0.32	-59.72
-0.10	-0.29	-60.35
-0.16	-0.21	-60.97
-0.15	-0.11	-61.59
